Customer_ID,Age,Gender,Category,Category_ID,Item_Purchased,Item_Purchased_ID,Purchase_Amount (USD),Location,Size,Color,Color_Family,Sku_ID,Season,Review_Rating,Subscription Status,Shipping_Type,Discount_Applied,Previous_Purchases,Frequency of Purchases
840,48,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,31,Illinois,L,Teal,Blues and Teals,SKU_696,Spring,2.6,Yes,Free Shipping,Yes,10,Every 3 Months
844,65,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,80,Pennsylvania,S,Beige,,SKU_697,Summer,3.2,Yes,Express,Yes,6,Weekly
847,49,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,72,Kentucky,M,Pink,Reds and Pinks,SKU_698,Spring,3.7,Yes,Express,Yes,42,Quarterly
848,53,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,44,New Jersey,L,Blue,Blues and Teals,SKU_699,Fall,4.1,Yes,Standard,Yes,30,Monthly
849,48,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,73,Delaware,M,Lavender,Purples,SKU_700,Fall,3.6,Yes,Store Pickup,Yes,33,Bi-Weekly
850,23,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,61,Missouri,S,Charcoal,Grayscale,SKU_701,Spring,4.3,Yes,Express,Yes,24,Quarterly
853,34,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,60,Florida,L,Yellow,Yellows and Oranges,SKU_702,Spring,4.2,Yes,Next Day Air,Yes,23,Every 3 Months
854,62,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,43,Delaware,L,Orange,Yellows and Oranges,SKU_703,Winter,4,Yes,Free Shipping,Yes,35,Monthly
855,21,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,44,California,L,Blue,Blues and Teals,SKU_704,Spring,4.3,Yes,Free Shipping,Yes,22,Monthly
856,70,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,76,Oregon,L,Gold,Yellows and Oranges,SKU_705,Spring,3,Yes,2-Day Shipping,Yes,14,Quarterly
859,19,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,26,Oklahoma,L,Olive,Greens,SKU_706,Fall,3.1,Yes,Free Shipping,Yes,33,Weekly
860,47,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,73,Wisconsin,M,Teal,Blues and Teals,SKU_707,Winter,4,Yes,Next Day Air,Yes,7,Monthly
862,46,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,100,Virginia,XL,Green,Greens,SKU_708,Spring,3.3,Yes,2-Day Shipping,Yes,35,Every 3 Months
863,19,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,84,Arkansas,M,Charcoal,Grayscale,SKU_709,Winter,4.9,Yes,Standard,Yes,13,Fortnightly
864,49,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,41,Vermont,M,Cyan,Blues and Teals,SKU_710,Summer,3.9,Yes,Standard,Yes,42,Fortnightly
866,64,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,26,Colorado,L,Charcoal,Grayscale,SKU_711,Winter,4.8,Yes,Store Pickup,Yes,23,Annually
867,67,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,69,New Mexico,M,Lavender,Purples,SKU_712,Summer,2.7,Yes,Free Shipping,Yes,11,Bi-Weekly
870,38,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,54,New Hampshire,M,Silver,Grayscale,SKU_713,Spring,2.7,Yes,2-Day Shipping,Yes,33,Weekly
871,66,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,66,West Virginia,M,Blue,Blues and Teals,SKU_714,Fall,2.5,Yes,Standard,Yes,6,Bi-Weekly
876,37,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,39,North Dakota,L,Gray,Grayscale,SKU_715,Summer,4.1,Yes,Free Shipping,Yes,7,Every 3 Months
877,41,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,51,Nebraska,L,Gray,Grayscale,SKU_716,Summer,3.8,Yes,2-Day Shipping,Yes,1,Weekly
879,23,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,89,Tennessee,S,Black,Grayscale,SKU_717,Summer,4.9,Yes,Express,Yes,37,Weekly
880,62,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,76,Wyoming,S,Lavender,Purples,SKU_718,Spring,4.1,Yes,Free Shipping,Yes,14,Quarterly
881,39,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,75,Nevada,L,Red,Reds and Pinks,SKU_719,Spring,3.1,Yes,Express,Yes,25,Monthly
882,52,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,61,South Carolina,M,Silver,Grayscale,SKU_720,Summer,2.7,Yes,Next Day Air,Yes,18,Annually
884,28,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,37,Pennsylvania,S,Gold,Yellows and Oranges,SKU_721,Fall,4.3,Yes,Free Shipping,Yes,30,Monthly
885,67,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,91,Hawaii,L,Yellow,Yellows and Oranges,SKU_722,Winter,4.1,Yes,Express,Yes,34,Weekly
886,41,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,99,Ohio,L,Purple,Purples,SKU_723,Fall,4.4,Yes,Free Shipping,Yes,49,Every 3 Months
887,19,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,54,Utah,S,Brown,,SKU_724,Summer,3.6,Yes,Express,Yes,48,Monthly
888,70,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,47,Minnesota,L,Turquoise,Blues and Teals,SKU_725,Winter,3.3,Yes,2-Day Shipping,Yes,33,Fortnightly
889,49,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,77,New Hampshire,S,Gold,Yellows and Oranges,SKU_726,Spring,3.6,Yes,Express,Yes,44,Annually
890,59,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,84,Arizona,S,Olive,Greens,SKU_727,Fall,2.8,Yes,Free Shipping,Yes,50,Weekly
891,52,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,51,New York,S,Purple,Purples,SKU_728,Spring,4.3,Yes,2-Day Shipping,Yes,47,Monthly
893,31,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,64,New Mexico,L,Gray,Grayscale,SKU_729,Summer,2.7,Yes,Free Shipping,Yes,43,Monthly
896,40,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,69,Mississippi,XL,Olive,Greens,SKU_730,Spring,4.7,Yes,Next Day Air,Yes,33,Quarterly
899,54,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,70,Nevada,L,Red,Reds and Pinks,SKU_731,Spring,3.5,Yes,2-Day Shipping,Yes,19,Every 3 Months
900,65,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,58,Rhode Island,M,Peach,Yellows and Oranges,SKU_732,Summer,4,Yes,Standard,Yes,20,Annually
903,43,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,44,Kentucky,M,Beige,,SKU_733,Summer,2.8,Yes,Next Day Air,Yes,5,Monthly
905,69,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,99,Alaska,L,Magenta,Reds and Pinks,SKU_734,Spring,2.9,Yes,Free Shipping,Yes,46,Every 3 Months
906,46,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,68,Mississippi,S,Cyan,Blues and Teals,SKU_735,Spring,2.8,Yes,Standard,Yes,16,Annually
907,41,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,56,South Carolina,M,Red,Reds and Pinks,SKU_736,Spring,4.2,Yes,Standard,Yes,21,Bi-Weekly
910,61,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,56,Louisiana,L,Silver,Grayscale,SKU_737,Fall,2.7,Yes,Express,Yes,36,Weekly
911,49,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,25,South Carolina,S,Pink,Reds and Pinks,SKU_738,Spring,3.4,Yes,Express,Yes,22,Monthly
917,49,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,34,Illinois,S,Blue,Blues and Teals,SKU_739,Spring,2.7,Yes,Standard,Yes,16,Monthly
918,69,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,64,Missouri,M,Maroon,Reds and Pinks,SKU_740,Spring,3.7,Yes,Standard,Yes,11,Quarterly
920,41,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,82,Massachusetts,L,Green,Greens,SKU_741,Winter,2.6,Yes,2-Day Shipping,Yes,17,Bi-Weekly
921,37,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,81,Arkansas,XL,Gold,Yellows and Oranges,SKU_742,Summer,4.3,Yes,Free Shipping,Yes,37,Weekly
925,52,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,78,Kansas,XL,Beige,,SKU_743,Winter,3.1,Yes,Standard,Yes,37,Quarterly
927,54,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,63,Massachusetts,XL,Green,Greens,SKU_744,Spring,4.4,Yes,Express,Yes,11,Bi-Weekly
928,28,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,78,New Mexico,L,Black,Grayscale,SKU_745,Summer,4.4,Yes,Standard,Yes,8,Bi-Weekly
929,67,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,37,Arkansas,XL,Yellow,Yellows and Oranges,SKU_746,Winter,3.4,Yes,Store Pickup,Yes,31,Every 3 Months
930,59,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,94,Nebraska,M,White,Grayscale,SKU_747,Fall,4.5,Yes,2-Day Shipping,Yes,26,Fortnightly
931,26,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,78,Hawaii,L,Green,Greens,SKU_748,Fall,4.5,Yes,Store Pickup,Yes,20,Bi-Weekly
933,62,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,24,Indiana,L,Blue,Blues and Teals,SKU_749,Winter,3.2,Yes,Standard,Yes,45,Bi-Weekly
935,45,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,47,Oregon,S,Yellow,Yellows and Oranges,SKU_750,Spring,3.7,Yes,Express,Yes,21,Monthly
936,58,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,51,Ohio,L,White,Grayscale,SKU_751,Fall,2.6,Yes,Store Pickup,Yes,2,Fortnightly
937,31,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,84,Maine,M,Pink,Reds and Pinks,SKU_752,Summer,2.7,Yes,Free Shipping,Yes,28,Weekly
939,36,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,97,Wisconsin,S,Teal,Blues and Teals,SKU_753,Fall,4.8,Yes,Free Shipping,Yes,21,Fortnightly
940,25,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,89,New York,L,Indigo,Blues and Teals,SKU_754,Winter,4.8,Yes,Next Day Air,Yes,24,Monthly
941,48,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,44,Colorado,S,Maroon,Reds and Pinks,SKU_755,Spring,2.6,Yes,Store Pickup,Yes,15,Every 3 Months
942,39,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,35,Illinois,L,Black,Grayscale,SKU_756,Winter,4.5,Yes,2-Day Shipping,Yes,38,Every 3 Months
943,26,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,91,Arizona,M,Cyan,Blues and Teals,SKU_757,Winter,3.2,Yes,Express,Yes,38,Bi-Weekly
945,54,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,97,Indiana,S,Gray,Grayscale,SKU_758,Spring,4.8,Yes,Express,Yes,39,Bi-Weekly
947,46,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,24,Pennsylvania,XL,Blue,Blues and Teals,SKU_759,Spring,2.8,Yes,Next Day Air,Yes,4,Quarterly
949,49,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,90,Alabama,L,Olive,Greens,SKU_760,Summer,4.9,Yes,Express,Yes,11,Every 3 Months
950,33,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,36,Montana,M,Olive,Greens,SKU_761,Summer,3.4,Yes,Standard,Yes,49,Monthly
951,54,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,37,New Mexico,XL,Turquoise,Blues and Teals,SKU_762,Winter,4.1,Yes,Free Shipping,Yes,30,Quarterly
954,68,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,50,Utah,S,Cyan,Blues and Teals,SKU_763,Spring,3.6,Yes,2-Day Shipping,Yes,36,Quarterly
955,60,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,74,Louisiana,S,Turquoise,Blues and Teals,SKU_764,Fall,3.5,Yes,Standard,Yes,18,Every 3 Months
956,55,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,75,Mississippi,L,Lavender,Purples,SKU_765,Summer,3.4,Yes,Free Shipping,Yes,4,Monthly
957,29,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,99,Mississippi,XL,Cyan,Blues and Teals,SKU_766,Spring,2.9,Yes,2-Day Shipping,Yes,42,Quarterly
958,38,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,23,Indiana,XL,Violet,Purples,SKU_767,Spring,4.7,Yes,Store Pickup,Yes,11,Quarterly
959,70,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,53,Washington,XL,Beige,,SKU_768,Winter,4.4,Yes,Free Shipping,Yes,31,Bi-Weekly
960,36,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,99,Nevada,M,Cyan,Blues and Teals,SKU_769,Spring,2.6,Yes,Standard,Yes,12,Fortnightly
961,18,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,48,Louisiana,XL,Indigo,Blues and Teals,SKU_770,Spring,4.4,Yes,Standard,Yes,20,Quarterly
962,62,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,72,Pennsylvania,L,Olive,Greens,SKU_771,Fall,3.7,Yes,Next Day Air,Yes,37,Quarterly
963,29,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,64,Michigan,L,Green,Greens,SKU_772,Spring,4.4,Yes,Standard,Yes,26,Fortnightly
964,21,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,63,South Carolina,L,Green,Greens,SKU_773,Spring,2.5,Yes,2-Day Shipping,Yes,14,Weekly
966,43,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,55,Delaware,L,Black,Grayscale,SKU_774,Spring,5,Yes,Store Pickup,Yes,10,Annually
967,58,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,55,Kentucky,M,Brown,,SKU_775,Spring,4.9,Yes,Express,Yes,19,Annually
968,27,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,26,Georgia,S,Silver,Grayscale,SKU_776,Summer,3.7,Yes,Store Pickup,Yes,4,Weekly
970,40,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,31,California,S,Pink,Reds and Pinks,SKU_777,Fall,3.2,Yes,Express,Yes,37,Monthly
973,61,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,61,Colorado,L,Gold,Yellows and Oranges,SKU_778,Winter,3,Yes,Standard,Yes,33,Weekly
974,60,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,75,Colorado,M,Teal,Blues and Teals,SKU_779,Fall,3.5,Yes,2-Day Shipping,Yes,30,Quarterly
975,69,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,90,North Carolina,M,Beige,,SKU_780,Spring,3.6,Yes,2-Day Shipping,Yes,23,Monthly
977,34,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,90,Florida,M,Gray,Grayscale,SKU_781,Fall,3.6,Yes,Express,Yes,50,Every 3 Months
978,20,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,20,Washington,M,Black,Grayscale,SKU_782,Spring,4.6,Yes,Express,Yes,34,Bi-Weekly
980,64,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,33,New Hampshire,S,Brown,,SKU_783,Fall,3.5,Yes,Store Pickup,Yes,34,Monthly
981,56,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,98,Maryland,S,Magenta,Reds and Pinks,SKU_784,Spring,4,Yes,Free Shipping,Yes,39,Every 3 Months
983,35,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,62,Texas,S,Red,Reds and Pinks,SKU_785,Summer,3.2,Yes,Standard,Yes,37,Monthly
989,50,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,84,Ohio,M,Orange,Yellows and Oranges,SKU_786,Winter,4.9,Yes,2-Day Shipping,Yes,47,Fortnightly
990,70,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,31,Texas,M,Beige,,SKU_787,Spring,3.1,Yes,Store Pickup,Yes,2,Monthly
991,48,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,63,Washington,S,Yellow,Yellows and Oranges,SKU_788,Spring,4.8,Yes,Store Pickup,Yes,24,Weekly
994,51,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,90,Iowa,M,Peach,Yellows and Oranges,SKU_789,Winter,4.4,Yes,Store Pickup,Yes,25,Weekly
996,44,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,80,Idaho,M,Magenta,Reds and Pinks,SKU_790,Spring,3,Yes,2-Day Shipping,Yes,10,Weekly
997,29,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,91,Delaware,L,Maroon,Reds and Pinks,SKU_791,Summer,4.9,Yes,Standard,Yes,32,Quarterly
998,64,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,30,Kentucky,M,Cyan,Blues and Teals,SKU_792,Spring,3.6,Yes,Express,Yes,31,Fortnightly
1000,50,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,28,New Mexico,L,Brown,,SKU_793,Spring,2.9,Yes,Standard,Yes,23,Monthly
1001,43,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,46,Georgia,M,Red,Reds and Pinks,SKU_794,Winter,3.9,Yes,Express,Yes,1,Bi-Weekly
1002,61,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,60,Washington,M,Orange,Yellows and Oranges,SKU_795,Fall,3.6,Yes,Standard,Yes,4,Fortnightly
1006,43,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,94,New York,M,Gold,Yellows and Oranges,SKU_796,Winter,3.9,Yes,Store Pickup,Yes,5,Bi-Weekly
1007,21,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,83,Michigan,S,Lavender,Purples,SKU_797,Summer,4.5,Yes,Next Day Air,Yes,50,Quarterly
1009,41,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,85,New Mexico,M,Pink,Reds and Pinks,SKU_798,Spring,2.6,Yes,Store Pickup,Yes,29,Annually
1011,54,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,24,South Dakota,XL,Gray,Grayscale,SKU_799,Spring,4.7,Yes,2-Day Shipping,Yes,37,Fortnightly
1012,43,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,25,Montana,L,Indigo,Blues and Teals,SKU_800,Spring,2.9,Yes,Next Day Air,Yes,32,Fortnightly
1013,28,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,37,New Mexico,L,Teal,Blues and Teals,SKU_801,Summer,3.8,Yes,Express,Yes,27,Annually
1014,59,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,69,South Carolina,XL,Green,Greens,SKU_802,Summer,3.8,Yes,2-Day Shipping,Yes,31,Bi-Weekly
1015,28,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,97,Ohio,M,Violet,Purples,SKU_803,Summer,3,Yes,Standard,Yes,36,Fortnightly
1017,20,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,30,Idaho,XL,Blue,Blues and Teals,SKU_804,Summer,3.4,Yes,Express,Yes,15,Every 3 Months
1018,21,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,53,Oklahoma,L,Orange,Yellows and Oranges,SKU_805,Fall,2.5,Yes,Express,Yes,14,Annually
1019,50,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,70,Georgia,XL,Charcoal,Grayscale,SKU_806,Spring,4.9,Yes,Next Day Air,Yes,46,Weekly
1020,32,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,76,Kentucky,S,Beige,,SKU_807,Winter,2.8,Yes,Standard,Yes,33,Bi-Weekly
1022,55,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,51,Massachusetts,S,Lavender,Purples,SKU_808,Winter,4.9,Yes,2-Day Shipping,Yes,39,Weekly
1023,61,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,41,Nebraska,M,Lavender,Purples,SKU_809,Winter,4.9,Yes,Store Pickup,Yes,7,Annually
1024,61,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,71,Maine,S,Turquoise,Blues and Teals,SKU_810,Winter,3.5,Yes,Free Shipping,Yes,29,Every 3 Months
1025,28,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,66,Pennsylvania,M,Purple,Purples,SKU_811,Summer,3.5,Yes,Free Shipping,Yes,18,Quarterly
1028,33,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,90,Ohio,L,Teal,Blues and Teals,SKU_812,Summer,2.8,Yes,Next Day Air,Yes,11,Monthly
1029,45,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,36,Nebraska,S,Lavender,Purples,SKU_813,Summer,3.7,Yes,Standard,Yes,4,Fortnightly
1030,29,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,22,Ohio,M,Purple,Purples,SKU_814,Spring,3.6,Yes,2-Day Shipping,Yes,33,Bi-Weekly
1031,58,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,89,Kentucky,L,Blue,Blues and Teals,SKU_815,Winter,3.3,Yes,Next Day Air,Yes,37,Quarterly
1032,22,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,50,Tennessee,M,Teal,Blues and Teals,SKU_816,Spring,3.4,Yes,Free Shipping,Yes,32,Quarterly
1034,19,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,52,Montana,S,Silver,Grayscale,SKU_817,Spring,4.6,Yes,Free Shipping,Yes,41,Quarterly
1035,68,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,29,Maryland,M,Olive,Greens,SKU_818,Fall,4.2,Yes,Next Day Air,Yes,44,Weekly
1036,61,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,89,Georgia,M,Brown,,SKU_819,Fall,2.8,Yes,Express,Yes,32,Annually
1037,68,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,47,Hawaii,M,Yellow,Yellows and Oranges,SKU_820,Fall,3.7,Yes,2-Day Shipping,Yes,13,Monthly
1038,52,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,25,Rhode Island,XL,Brown,,SKU_821,Spring,3.4,Yes,Standard,Yes,48,Quarterly
1039,41,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,74,Nebraska,XL,Cyan,Blues and Teals,SKU_822,Fall,3,Yes,Express,Yes,3,Weekly
1041,68,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,22,North Carolina,S,Magenta,Reds and Pinks,SKU_823,Fall,4,Yes,Next Day Air,Yes,7,Fortnightly
1043,55,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,80,Maryland,M,Maroon,Reds and Pinks,SKU_824,Spring,4.9,Yes,Next Day Air,Yes,47,Weekly
1044,28,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,76,Hawaii,M,Green,Greens,SKU_825,Spring,3.3,Yes,2-Day Shipping,Yes,28,Fortnightly
1046,54,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,79,New Mexico,L,Black,Grayscale,SKU_826,Fall,3.5,Yes,2-Day Shipping,Yes,11,Bi-Weekly
1049,30,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,77,Maine,L,Yellow,Yellows and Oranges,SKU_827,Fall,2.7,Yes,Standard,Yes,19,Fortnightly
1050,45,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,33,Virginia,S,Purple,Purples,SKU_828,Fall,2.8,Yes,Store Pickup,Yes,24,Quarterly
1051,48,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,64,Florida,M,Beige,,SKU_829,Winter,3.8,Yes,Next Day Air,Yes,19,Monthly
1052,45,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,53,Ohio,M,Indigo,Blues and Teals,SKU_830,Fall,2.6,Yes,Free Shipping,Yes,39,Annually
1053,60,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,36,Virginia,XL,Pink,Reds and Pinks,SKU_831,Fall,3,Yes,2-Day Shipping,Yes,1,Fortnightly
1056,70,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,27,Massachusetts,M,Orange,Yellows and Oranges,SKU_832,Spring,3.3,No,Next Day Air,Yes,24,Annually
1060,22,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,34,North Carolina,M,Beige,,SKU_833,Winter,2.5,No,Standard,Yes,25,Monthly
1065,34,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,28,Wyoming,M,Violet,Purples,SKU_834,Spring,3.5,No,Express,Yes,42,Every 3 Months
1066,59,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,20,Alabama,XL,Blue,Blues and Teals,SKU_835,Spring,4.1,No,Store Pickup,Yes,3,Every 3 Months
1068,18,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,43,Pennsylvania,S,Peach,Yellows and Oranges,SKU_836,Summer,2.7,No,2-Day Shipping,Yes,22,Quarterly
1070,38,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,81,Maryland,XL,White,Grayscale,SKU_837,Fall,4.3,No,Next Day Air,Yes,33,Every 3 Months
1074,22,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,96,California,XL,Purple,Purples,SKU_838,Spring,4,No,Store Pickup,Yes,33,Monthly
1076,57,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,50,Missouri,L,Indigo,Blues and Teals,SKU_839,Summer,4.9,No,Next Day Air,Yes,32,Bi-Weekly
1077,33,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,72,North Dakota,L,Charcoal,Grayscale,SKU_840,Spring,2.9,No,Standard,Yes,47,Bi-Weekly
1078,58,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,28,West Virginia,M,Pink,Reds and Pinks,SKU_841,Winter,3.7,No,Standard,Yes,5,Quarterly
1079,37,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,59,Arizona,M,Silver,Grayscale,SKU_842,Fall,4.4,No,Express,Yes,49,Fortnightly
1083,54,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,85,South Carolina,XL,Cyan,Blues and Teals,SKU_843,Winter,2.6,No,Next Day Air,Yes,30,Quarterly
1084,35,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,97,Washington,L,Teal,Blues and Teals,SKU_844,Summer,3.3,No,Store Pickup,Yes,43,Weekly
1085,34,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,36,Arkansas,S,Purple,Purples,SKU_845,Fall,4.1,No,Next Day Air,Yes,48,Quarterly
